source,target,value,count
12j9o3mjqiN1wbpiCdaUkpkcnUfkRgTBVoqTrRK8v6HspHnz,14aEZiUbxNntMkjZTQi9S9uzHTyDxmo3mW2GuMBHcZiT3xT8,2344.4944708938,1
1emPiJgVGmJqgtbAKXkqk12QRzcTcMzEjQmy9eha3X6toEo,12di7xAeCyVXZQTywPRsPQTDBhKeJsGNzgyaJwooYk5YQvZJ,2341.557686977,1
13pMh8eS5ekAu2FpCp6VCTw5GVttfhRPwynSe5FnyLRW7erM,15XGTNheZD8oDSjymPgTT7yHp2x6wfm9hM1dBeHjpKAVE37H,2339.925,1
15XGTNheZD8oDSjymPgTT7yHp2x6wfm9hM1dBeHjpKAVE37H,133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,2339.9096706018,1
12sZevVr5VQasuyfqsN3DN1arfMUR1d9MgCXRBCuK5R3WzbM,12mUDxrjJDzpHptCnCQSzFpipSP7AQ2piqBtNfmDoowpfKrx,2337.99106884,1
12mUDxrjJDzpHptCnCQSzFpipSP7AQ2piqBtNfmDoowpfKrx,15KVfAvMFs8kad3gSM2ZyPv9fcJzarZWX4XFRKTLGaEzUKgr,2337.9757450747,1
1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,15Sfh5YBmXiqLHbMwStj3Gcnfpoz6fbLpWxfKGGjdvoo7jFQ,2337.90389946,1
14rEJRwJGxJjd9h92rZA4eQrPQfmar6TFxGJrqAN6HtDUZHP,15u2N1pqWr56teREjQTP5M3tk1SPQjEoUAV6jFfcQCoVy3S5,2337.3536761148,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,12LGjh9Qkhqn1nv1UkJJqy74yi2fifhKxgsjsWRvGLB2ferr,2336.5809002399,1
1Gc1dyTuNWhuYd2be4Xs8qEsMaSADwU4Tn6oXoWkd2kVJQ4,14cbcSXoKgKMMLuXTewgvHDRw4oaBqQkPm6Q98s1U5QKQCPn,2336.4467100967,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,124KLfCUgroaiRDH9ZcTyLkUPZDmHUNDerhwEM4HQKQW5NHs,2336.3545935799,1
15MRnCfYfQr1wCywqMgxpU4ia2kjQm2SjugMCwiKc6He2iAf,14JVz6pLZw7PiBXhp71eKU4DVDSUDgV3noQmfL5CyBi78YCS,2336.237169019,1
14Kazg6SFiUCH7FNhvBhvr4WNfAXVtKKKhtBQ1pvXzF1dQhv,15ZdJzpURbYVme4vFwk86ErheWcajEwPi323uXt8V8amP7PF,2335.885,1
145T9KBpcnYg7q7YUiCmoJwu1tfbgHJqDm9PkQeDUSXa19rL,14cbcSXoKgKMMLuXTewgvHDRw4oaBqQkPm6Q98s1U5QKQCPn,2335.7871489714,1
14mnDdbz5i89V1CuocApZoNZUJ71hG9mkksazqVht1NWf43M,14wLJZZBonAGgQ3y3jDqTZvHAHyHSCJKSaSCvzfJsVTgH86y,2335.6247783531,1
13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,16iVKKWHX6gyS5gQcwNZYFRNB3tm3oNhuzsavozxu3xA15Dg,2334.6092828399,1
14wLJZZBonAGgQ3y3jDqTZvHAHyHSCJKSaSCvzfJsVTgH86y,13iXc2MazdvUBYr4gGrVasstb8SrW6eFAYYPd1unMbthCcnx,2333.0,1
1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,158GrruNka9E11oBXdEXit4RWXvJNw4CAzaqBCT1q39VX6Tn,2332.565,1
158GrruNka9E11oBXdEXit4RWXvJNw4CAzaqBCT1q39VX6Tn,15u2N1pqWr56teREjQTP5M3tk1SPQjEoUAV6jFfcQCoVy3S5,2332.5491845095,1
14cbcSXoKgKMMLuXTewgvHDRw4oaBqQkPm6Q98s1U5QKQCPn,12pDLf5ZtrJsm4LyBZCeJwG3p2cJ9tDb4y2N2NX8yMkZAFYk,2332.39519816,1
13BiGBjt5yNTLrA2h2MJQgfLqyAmHUWcYE7XxbFiBwiMoTHM,16afKkzJjxphfhCeB7GvS7pZMJzsmMcfNqH6NBVBdxt27A8o,2332.15304302,1
164pYhYxyL9HeNmPWgPLFQFe8miZw28HGoxn1a2QXfZcaAA7,1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,2331.6431084807,1
126mQRgafyeYfudRoCMiYfUjkvWbhrMXJgNNGL7Righ1ghdA,13GTwqRgp5Jj4gGmuHuYm7dXBo6eandPVfyCfkrrXyD1sGE9,2330.8013648435,1
16MN9USqaURsYQEeG3VEKvYnGTbDZ5FYjRudWgifZ5yr1Pji,1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,2328.4375878484,1
1278fFAtVjFZhzVyAqX6iyQrL4Yh4z58a8rq9pvh17pe972j,14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,2327.3865999873,1
12di7xAeCyVXZQTywPRsPQTDBhKeJsGNzgyaJwooYk5YQvZJ,16GWoaV1jRSxr4xNewekvPNBBLXzMejJqq9Kf7CcFtzVmtZh,2327.21220232,1
15u2N1pqWr56teREjQTP5M3tk1SPQjEoUAV6jFfcQCoVy3S5,14dyWiDtCgpr4tVQivG1Y13tbePaxTg2VM5etUX3y2o9Xemy,2327.0670449,1
16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,148L47zuaSCTp4NKFudLEAKmV1tDPJxF6t5VmpGv4YeaPoKY,2327.0,1
14cbcSXoKgKMMLuXTewgvHDRw4oaBqQkPm6Q98s1U5QKQCPn,1wHwJRNanAcTuJZmckzLuvpJT2jH9PCjvKcaVF2eSTEk7Pk,2326.79286473,1
124LsqRoam5gN4mqfUN5FkQ9SXEFRUG14mTLA9KBxGCfUVFk,13KmCt6B5njrU7qUBGvByXYgtWcWTbGyfDxqNRLFB7vWF4R5,2326.77,1
15fg5sWz9zs6ZVxh3v4KZRvY3yq6QiQMtcv73sv2rz5pVEc8,16Xuv8TZpqSP9iSxquSJ9CQDfnJink7tFFNg8YYLqE5DiXkn,2325.9406934458,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,14Yk8A6hg645N5BukxBXmTTc6736yHCFJJaGTzJ8zNYhdNo8,2325.6279923748,1
AGG_Medium_Holders_100-10K,15KGPQ9ijCgwF25Eu3L8ikaBYTp3qszHcGfHjnDaXwgUgEEp,2325.25,1
14Yk8A6hg645N5BukxBXmTTc6736yHCFJJaGTzJ8zNYhdNo8,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,2324.4279,1
133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,13V7ZrXB9s5AP64QETqLJ59B78SfyFLmRqTH6CWeqHCsJc8g,2324.35012316,1
1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,14uJ29rgN9z9dWmDtKdJSysj3wQ7VFY4EyJRE7uNjxwXPZLt,2324.13657247,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,165edeckVoBSvgb6tJ78tPt6foSgckqBLMXp6P7sK6gP6SqU,2323.4400805099,1
12izrtpZVEWvFQiAB43ga9o5wuQH2y4pTdv6CywapK4tHi6B,13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,2323.4217999937,1
165G7GKHMGaqjRmgzSQuubH2xweYVyPLG1VV68XrEAcidnfz,13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,2322.7158895833,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,16RqSBPExgWhNWS9LPpjRYEs1GZy5PLxX8XKgMTrBErRJBvj,2322.37804905,1
13NQDQj8pXYPmiNEsAvjEbNwVcMzJpEXAHrki5jC79Ai6sXv,16Xuv8TZpqSP9iSxquSJ9CQDfnJink7tFFNg8YYLqE5DiXkn,2321.6381764875,1
1349iA4rBCHsbvj5CRrFVHitZaNGMv2y8eoZbDDp9gCi2W1N,12QnbAFnWGxopncPuVb6z4BdWKfYcsN1i3Gg1gGdnLPAoCKb,2321.1976907989,1
1jg6WyPwB4qQUKeNNyqZ7Ngw5yG1QPBUXHabrdtBTmC8JBU,12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,2318.9688999972,1
16VNedPokJ8Dyr3WtqP4dZbW38ZaZVMJUXebBmTpUtUPgjSd,14st3aa5YXeEkr9duHzTgmFy51xkjoqCNpE8zB3ngCcjnw9s,2318.2175,1
12xRypwF84jwCx1nBVQVLZS8KhURga2ZgCNJAj7GYuzma6rC,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,2317.3730398586,1
15SbxvcrYSQzjpWk6SpiHUyRKEZMCFVzgA7QKspvFqU5jy82,1128zkzkBi2cnR7hu7t2rFta3cgujotaX1BFgQBqxhQEtzdJ,2315.5606,1
11XnSkVheNaQ9nBLAEe3Ypfi2iM9AmxPEqPiV3iihCJnJr3,12T1tgaYZzEkFpnPvyqttmPRJxbGbR4uDx49cvZR5SRF8QDu,2315.542071412,1
1Z59ppdJBs82gyzAFfxWMB16yt1GWapJoneZEwwnKSUqaNq,12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,2314.9949776306,1
12WceCVYEkiQn6PJAheKd4wZFjBNbxGJ8CgJoFm7q69tquV8,1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,2313.9727313886,1
11AN3suir477nupwCw7NMbYAQFXsv6PgLYkFbSXQ6kJoZws,16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,2313.8383738062,1
16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,14W5jZFuaaxDwU9bzrQ6kF6569YSbAyKMNeeSyjkzA2FqtVJ,2313.61884837,1
12ZU9WXfA7vi9xvwLPhfR68eANW4DfFND9mHS6SyGypreCFk,16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,2311.77523322,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,14VBQZr5HaCuGkfoaBdRZEdhDPYKGNef8qSRQDZxXfUz4mnu,2311.1418415899,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,15oJRc9pBPSq2dBEwYrAsbguV2av49WNzPwvo7xfSKtZfDmV,2310.17922779,1
1xpD24SQ9UgeFPQ2P9eRc7dppjgU9hiHDULqvWNfH3g3U54,13dPsnzjaG3iSM47PHFUN1q5w5nDezTfaq27nL9doDxUEk9g,2307.59725108,1
1122XbsrbL5mQr19qCsrADfXTfgK9tPDcfcjqJZxHZcmvMjK,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,2307.5836779959,1
14MAGRgAB6wQDmQM4xKYKywCFwiTWeVjfr65nNED2JzkFCKD,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,2306.0316437015,1
12sZevVr5VQasuyfqsN3DN1arfMUR1d9MgCXRBCuK5R3WzbM,15uAdKkpBqv7TPSHU6nyftpiQ6p8R6ZK1fFj1TufhbNWdigK,2305.78641523,1
14Kazg6SFiUCH7FNhvBhvr4WNfAXVtKKKhtBQ1pvXzF1dQhv,1WpKLN4bYWfsw5crFqV44cAkKiTm1Dbz9Hg2wCNDYVyBcCk,2305.246,1
13u3YdNWrxRHAePsfKYY53Xdhbwb46dJQXMe9DqJuBvap6BW,14sCPu9aLEbCNuY6UkZEs7BsaQWbB6Ldc1YyJ62ZdYUGRd9D,2305.102,1
16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,12bPaQaW8TSGibWr4aN7gLuqcrUDCVsVqW4H2pHaAVRbrCtG,2305.022,1
12QQvRo1aDRzZkrBwrayMs5Tw3pLfh2mNwCWS61u1yAsdGff,13BiGBjt5yNTLrA2h2MJQgfLqyAmHUWcYE7XxbFiBwiMoTHM,2304.1422640082,1
14sCPu9aLEbCNuY6UkZEs7BsaQWbB6Ldc1YyJ62ZdYUGRd9D,16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,2303.5859999999,1
15MWXNrXPv5raQvpWEc8d9CcRtoh9yBQrEjVWRegL2DLYR2x,12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,2303.3494408717,1
13gSjg8eaGqS72owBzdkb2q8CMQXwXr4dFmHAnsrhDAnfJQe,15cs37DtXriGrNAf9SvCn9tobyEwpBGCtNYgnMEJcrPU7Dnh,2302.9894442978,1
13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,15UhYs8Gfn5AFuo4z1qcg4J1gdqeqE5muanCoccDWeooDy77,2302.95875084,1
14maUymvnSoKPGVNLxfTh3DX8BuZv66B8dXMdRyg2vYJphHv,15vAqwsm23DaXXanw9Zqm9HT7ywBQxFyiFCGGBsTF4Gfr9dL,2301.9534582746,1
15cs37DtXriGrNAf9SvCn9tobyEwpBGCtNYgnMEJcrPU7Dnh,16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,2301.4734442978,1
12ipQ1QoRjEeBdK87ZXoT2BBdZLCD1u1uo9iD2HfGXMshdzp,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,2300.9485767887,1
14pAKQoqHj9GfdENevsxbov6LfUnbyCkvixmQnTMnDx4P9zU,13Z7KjGnzdAdMre9cqRwTZHR6F2p36gqBsaNmQwwosiPz8JT,2300.4499828859,1
11gqpAyU17G9EFW5n5MNngh824F3Y2as72V2rgc7Wq5JVRd,12X8u6gxJ5UNUsQu2txNRJ39nxCiTbtJa4vQLczU1tayNA1K,2300.3942512904,1
12nr7GiDrYHzAYT9L8HdeXnMfWcBuYfAXpgfzf3upujeCciz,15VBrQRzCUSqmcFBNwWGqybb9yK7N9EM3fhWRzGGc2erPaWu,2300.1917318,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,1hLoH2tKxQMkspJCXQu2N9cK4QtiVFuPQgLv2mFvAbf3hK2,2300.05216,1
14gRDQcRt8ue7KrqbEjo3MkV8u8ttp2jpsQY9xQKocJ8CcDu,14GHQRYDBMrkWHKVANnGZTTez1uXGvcug5e8HZcWG3mh165f,2300.0,1
15T2teKsnAgqxtUS79XcXGPU6JdYKGVTeqGszVKDjmoDLTma,14Wy9xE1u1SbiKqBCzZnVKcLKUbjzhuEHmCHHUUh7RiS2fyP,2300.0,1
13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,13uqYph8ZqTKVhcfB84eyxEQw7XDrUr4Wu436Lu3ihYSLetf,2300.0,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,12Bxgy89HS2CEFneu3h2V7d65xCMc7yTxuvV79rrQKqLJox7,2300.0,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,1633sdby8jZ5vuCTbKtEA7o99ZC1NP6FX5bK9YqR8RJj4wZy,2300.0,1
16iiKwFsRKRsjAiEpD4zgNgEX84nzHtHHNFKXhz1sHtan3ne,12nzq541aqduGbSXypacAqFnTAbW6iRZaEyhkdrW2yvckEKY,2300.0,1
141CVLM9W5NF4wc8fyMRnRW8dvQsfKQHjNxF6tRHJmPhZqVf,1YyVw3kYWFFR1Frh5SC2P1nfDhRGCpkTdFm74bLaKPSbYER,2300.0,1
1RuVY79YkYjgFtg2jL4TfhGYhBABKKktmuCGyf8oTpYnigp,16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,2299.9042440079,1
16Xuv8TZpqSP9iSxquSJ9CQDfnJink7tFFNg8YYLqE5DiXkn,14bGXrTeD9bpb4FwEAY6rEasp9e1ZLQ8TDZe3QBfUxNxWPAU,2299.9,1
16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,133zKkwv5b66crvA8ip6funmEpwTubV7QyjGQ2fe4zjSjgLC,2299.863454,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,15iWDHX61NscaShNSsHKtKtMJrDCasNaM51ufyjYb6Czq7Rk,2299.80329028,1
1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,13imGNQH38AhdrDZayajuo4ZJdmwAjHFheGAydfBQkFGFmbs,2299.8,1
13B9G8Lx8BpembpHbGqBxs5pZKTJvWZwJ5bUuu93geLhR5RT,14g72vf47zeY3Fr4E22Cf1bkvFHsMmTAyFTug3BgjJHvepzb,2299.67454,1
12HHfpqAvm83HfQZFjLSrV2FPzvabLx6XM431eSBkvxbBbam,16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,2298.7685738062,1
15nfgfWgSZzaHoUqnLegKtZvHnyLqjwbdcc9bP8gL976g9ao,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,2298.5078,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,13tss1j3wcAqhv4j2nDQ1CY17WxthFQv65dgaqrg5Ssbx7YN,2298.21335247,1
16PVbtjHvbF7URJD7PxrhTpEG4oX9kEYvRrSmPoEBzCxYfJo,13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,2298.1225299965,1
14JVz6pLZw7PiBXhp71eKU4DVDSUDgV3noQmfL5CyBi78YCS,14iSh7gSd94p7V9A5HNPJXUPiC8ib9mBboEd13X949fe9fDf,2297.69252934,1
1EmDgd2PGQYotargfDR3AsdyTbj4GY2nCTVARJhKnJAedzG,14cbcSXoKgKMMLuXTewgvHDRw4oaBqQkPm6Q98s1U5QKQCPn,2297.4112762248,1
133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,13rmYxuaQmmdrJDXAzjSdQ8XwRv5Fzm18Ad22WXJqaUB9QsV,2296.86981332,1
13rmYxuaQmmdrJDXAzjSdQ8XwRv5Fzm18Ad22WXJqaUB9QsV,13Z7KjGnzdAdMre9cqRwTZHR6F2p36gqBsaNmQwwosiPz8JT,2295.8539978294,1
15reb7jcwtspGZT5yECLka3tGoTgv4vFqWQJS6Grb88ZUHZs,16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,2295.3964751959,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,15i1W5RcfiF7bR1uJWd6CkfBLou2d4x6TNX7h76H3kKsVk9U,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,15K8PPsaa2EuaNMh5kfGsiBrFm6adoWkPm2nCEGY7NWNuFsh,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,12YgzUYy8mz7QVaKJBM3iFBegeifbnhyzUydaNA5C2PzfV9G,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,12DqH8uBx9EZEFC4f5R8i3m4J44Pv2s8KzC45dbZHhx9mkHi,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,16HvKyV9B61hsop3ZY6pWYeV537S29kd9pb9FMrPzx49ym5X,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,16DLhfbW4kgAGLSnrA4sgtGDTQrznqKVi8VCgGFbmAXzyKgM,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,12GkK726kQ2YRoXXonzGinuV3p4yibqycPmLpAq2dj4urGi1,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,16iUu6eTjxLw26zprX8nFZFqARjed8Yr4jeyC1jTvWcFfJ7L,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,16w7ZAb9SRhbBNGLj5g1uxHtwsCfC8vJZKU3FWpRRx1dYa5,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,15dFB6rbjB4GHz3QqeE23rDNS5MoSrQXTsCKfXG6uHdrJZ2N,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,123KfZ6sUixnvSyyRaDNCwb6sQtQt7EBizuzcWjesfm8iAtg,2293.935,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,16dr2uMBBaiFKYWQxEdoUAiEc1jSkVzfqmLx6QWrd5HxNZD,2293.935,1
1xbs8c37BDpLJ8usDTJauitVxw7xN5Nqf1MowqHfSH52JH8,124LsqRoam5gN4mqfUN5FkQ9SXEFRUG14mTLA9KBxGCfUVFk,2293.9041845095,1
13dYMCRyf9Y67Dd6iJ7LN2zW58U7j1Q8RvyUaPkFgAKhpEtZ,15u2N1pqWr56teREjQTP5M3tk1SPQjEoUAV6jFfcQCoVy3S5,2293.4376266875,1
158wCf9SpX3x3kzAD69EauE1bmBWGFF2VqMnFiFHWoXkBEez,14KNBYaJ2m1FGq8JPXsu3eCiQWK9xGnsX76AXjDDiLE2aE5w,2292.9939902112,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,16gjXCVS4vrydLYDijtFgWKniXqi5t6s61bd7ST2eb37mXSm,2292.5850846,1
13mDgZUvZgoHFqVv7ZoMQMW9kTKhF3uPznNX35UJwTKo9QrM,148MKffCBy7efbei1L4BJJu8cTdyMFgna14G9ekkwZJfeKgv,2292.0,1
121qL6AphupMf57J6JRja49SRt4YNGp9fLRzWFNqRQ4XdA8c,148MKffCBy7efbei1L4BJJu8cTdyMFgna14G9ekkwZJfeKgv,2292.0,1
13aa4jDpvvKa6quc5EqSfaiSyLvH9XiCSB29fhKTHiRLEk3t,16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,2290.1255779459,1
14aEZiUbxNntMkjZTQi9S9uzHTyDxmo3mW2GuMBHcZiT3xT8,14GHQRYDBMrkWHKVANnGZTTez1uXGvcug5e8HZcWG3mh165f,2290.0,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,13u1L3ctgPW16y9vEzfHEqdnGJzBQDAv53is5BSqprHWsbjN,2290.0,1
AGG_Existential_Deposits,13UVJyLnbVp8c4FQeiGG4wgZ8fTPB4dJZ21YasxCzie2jyC3,2289.47675421,7
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,139E7r6J3dm4tD3mmeXGfTHw9KwHtBFsjGgrSxJWNgYBJC8k,2289.3111307483,1
12di7xAeCyVXZQTywPRsPQTDBhKeJsGNzgyaJwooYk5YQvZJ,16k6sXSZFAbiLDKfafpJyVEC1KHqMerqiHG8AkMNwuzBhegQ,2289.12402486,1
15u2N1pqWr56teREjQTP5M3tk1SPQjEoUAV6jFfcQCoVy3S5,15SzkTRbonTxYhhhwobYDmoyBz2PAcKr3i2Dc4rLTmTS4wRB,2288.69627828,1
14MAGRgAB6wQDmQM4xKYKywCFwiTWeVjfr65nNED2JzkFCKD,1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,2288.4814507269,1
145bRJKVNzojD29AguRj5b1Rfxja6UW738xjLsCR1d9qo5YX,16Xuv8TZpqSP9iSxquSJ9CQDfnJink7tFFNg8YYLqE5DiXkn,2287.8473412151,1
13FzGLWoueKvUqFePiJgvFYWhH5KckHGtVBXvAX7SBtVZbXu,1nfu5pgjDzn2ozcBHVdAbGCvVyWRshVhtSixo61vx9sLrvD,2287.491994,1
129fZmvLJcVXJa36p9jmvJWgEFpfvgJXNVDB91fB6FcbTEwb,12BFQrjL4DRsgMBNajEiwtAeKnnneXr8wUKi31DVjSXnQm56,2287.0,1
13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,1GH2GQh95DtyQnJgSuh3iXm8VJokSFBtUr3biVHewZGLXak,2286.59692348,1
13DZY9DVtSvwqC3NmxFTWTmCkUCUK1EZDV2fCqb118Y42BaX,16Xuv8TZpqSP9iSxquSJ9CQDfnJink7tFFNg8YYLqE5DiXkn,2285.6454685313,1
16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,1uXQpSMPZW9cwNBbDo4hiuyJNfMPWY8mWe1577UGg7jkad8,2285.24615117,1
1uXQpSMPZW9cwNBbDo4hiuyJNfMPWY8mWe1577UGg7jkad8,1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,2285.2001629754,1
133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,1SaEqjAuJ9iSZ17Y791reBFwSvzP4dR4pteTQFKPaMpTec3,2284.70577308,1
143B6bDqpkCaMtybDedQvYAKhkeAiVhsn3ZbN9DLDAqsLBhi,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,2284.5556521245,1
13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,16aegnj11AYjZk5BJWfS8eXWYA5uBFWUngp6bECh8kk3PdjH,2283.62447184,1
12N1YDdyYKMpAmYixu8hxjbUNiBDF8FjgAvtQ2Qd2iysXT3X,1243WmsrahiVCADviaMM5RwV6D6WDFLJKgbgdo9TzEy25mjn,2283.3295543816,1
1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,1GUC5bP7Mbo4abZ6rQpTCAyEncoBnPGoQ31CizsNeHAQTJU,2282.9152,1
14TX6phX52MJNrrUgXnemoo2dAX4vCPCXgvhmPytgjTMHZz6,13Z7KjGnzdAdMre9cqRwTZHR6F2p36gqBsaNmQwwosiPz8JT,2282.7087370359,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,16DMSqazSqcMTV64w8SYRaMKd66DL9FrfjE2njZ8d2D9Y1KZ,2282.2473247105,1
16PDDnTG6pGwEnkgeYrEyfjk6WtPUof4zki2mEaxvWbBuaKa,14cbcSXoKgKMMLuXTewgvHDRw4oaBqQkPm6Q98s1U5QKQCPn,2281.965792901,1
14JDk5vFPVXWYfzk5bkLNR3Lj9R7CjSJE5Jk7KZRubgJdpos,149qbihYYWT3d6z2G2EYVqZPuwW2YPikE8kN6h1RhehD8Peo,2281.4459128321,1
134a6Qj1XnkoVNy6qr9rHCT5RhKAxbFnFWiGL6NHRacdNpzj,15G9MiKLyiJEBjiR633UQ8eDW4pb8LNCrRZwg7HMbFJ6rN8q,2280.50171037,1
15G9MiKLyiJEBjiR633UQ8eDW4pb8LNCrRZwg7HMbFJ6rN8q,1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,2280.4859543779,1
12KT3yn4Q7BT7YvYwwiJGhebb7TGJjuChavcoCLVox1oSL4Q,16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,2279.3641593876,1
