source,target,value,count
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,14mbBePeZ6MosJ5V1WQwPVoW1yrK4ZmJSwEjMAu89BZ4XHNa,15000.0,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,12pysKZhN8EfimpBMV5cq3AYh6U4aL9Fkr7qd9DQ71Ziis3x,15000.0,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,14QUGxgY22Rbo1uBChtyEgJC3RE4teieEopAMirbh5Nzdzkn,15000.0,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,12MogNxrM4LqLuBEKZ7mAdXpYD38w8n14xxJHtNFHr94WaRo,15000.0,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,14gE83XSapDx1WnCJ5AGmipqu8f3XSp3ttjbESitAgcwtMr2,15000.0,1
14wVYf1pE3CSWxFamrVT6TTYbRqn68Nbic14sTo13si7YQvk,13pMNPwNH192rXFAca7SbPofCAbbYWeUyUPUYKUXVrFiy4qS,15000.0,1
12bMyzdtiT2V9iNJ7BzQXPmzZ4KTzqFmZPSNeBmg97mFP5F4,AGG_Medium_Holders_100-10K,15000.0,1
12imiRFgMGpPPVRiXLhQixuk1jMeTrQbzSJcZ4Bj7a3idmWT,14RaH7HfFijB9snP8JFStqa7x9cqc2cikbv41fbh7UejVfwk,15000.0,1
14xeuDTuGKnKjN9D9z3a48wvm6gVhFSrZJdF2rz7cn5zEiah,14a47fTrMTc5zocCzm778XCXUCTM1j61fmQwHmzYHarjMfRY,15000.0,1
1XtL4Fe7kMbi48ZxyHLr616UrodQvSrwdNczd5UjGJokUD9,13YPA268i92yeEjX9NGnJAdiKuNALtaTwsqM8BQXT7EouNBc,15000.0,1
14gRDQcRt8ue7KrqbEjo3MkV8u8ttp2jpsQY9xQKocJ8CcDu,12TqekMqfYCvkiQqVGBPZCo3H6SdTCQNLxEoBmGJmDHy1tZx,15000.0,1
11WhXDmN5Za82sTE7KmVJ6JAduDYtTvchbyTDrRjJR46CgW,15KVfAvMFs8kad3gSM2ZyPv9fcJzarZWX4XFRKTLGaEzUKgr,14999.9846762347,1
12g5cERgX7V2qxbz9St2EzsZYS6rmKvcVestan7cm6SY4GME,12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,14999.9842869031,1
12g5cERgX7V2qxbz9St2EzsZYS6rmKvcVestan7cm6SY4GME,13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,14999.9842869031,1
13THwvQfktcRFZ9dYgaKPzYrZP7EQ8FRdaUayazAJyUhFMQj,14JVz6pLZw7PiBXhp71eKU4DVDSUDgV3noQmfL5CyBi78YCS,14999.9841845095,1
13THwvQfktcRFZ9dYgaKPzYrZP7EQ8FRdaUayazAJyUhFMQj,124LsqRoam5gN4mqfUN5FkQ9SXEFRUG14mTLA9KBxGCfUVFk,14999.9841845095,1
145LeYWCjkrXUPiExr594z9JQfP7HnehskgGYbQ8nUMNBHFp,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,14999.9656480695,1
13RRdPux62c16XGuM9VAuK8JQsDYsMGMHSUG6YTkkwwHTbHC,15z7KWhQAVta4LQXp7N9f3gsUdseH6aFmeg7MSdXAZPEL2Gq,14999.9655505178,1
16XUx6hnij876k1d1bwXSSn431WS98aN6K5xbVFXwZMfjHey,16hp43x8DUZtU8L3cJy9Z8JMwTzuu8ZZRWqDZnpMhp464oEd,14999.9522535282,1
12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,14VdRyAcDzHTJyhGtqtoBbdM7pRuvBVtks123S2THugqMZop,14999.95,1
12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,13kARtXw2UYqknLKiDf58MGfB1BteAras1jibc5whXma69B8,14999.95,1
1272mEa1RHDHenQQAi2w2JZ3oaPmD4KhinFYqUorZJG2Vu6N,1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,14999.94,1
14EFRkdUt1H9iaDT95D11ppWuHEyn4fjT3GWwu5cstXKPGrV,1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,14999.94,1
13kARtXw2UYqknLKiDf58MGfB1BteAras1jibc5whXma69B8,1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,14999.9301752589,1
16hp43x8DUZtU8L3cJy9Z8JMwTzuu8ZZRWqDZnpMhp464oEd,13SxXcgqDnhiPQ98iSP5vLYZK4u8GeA6dnBmFKfFxmTGMin5,14999.92,1
145x6PpU1fG61F2Ws4DQrwmVHGyGB9Rux2z8yMgGxXtXhw6k,15KVfAvMFs8kad3gSM2ZyPv9fcJzarZWX4XFRKTLGaEzUKgr,14999.9046762347,1
1hU9gv7xymacRj3n2gVXB3mN7ugVFd7mmoW8AJB3okajijZ,1jW7U9wFSoXCwzFsMcWyZDmozwAxSQY7tpzQjD33NVZgdLL,14999.9041892221,1
1hU9gv7xymacRj3n2gVXB3mN7ugVFd7mmoW8AJB3okajijZ,1243WmsrahiVCADviaMM5RwV6D6WDFLJKgbgdo9TzEy25mjn,14999.9041892221,1
13SxXcgqDnhiPQ98iSP5vLYZK4u8GeA6dnBmFKfFxmTGMin5,12LBNhaKLK5eEQu6xiSKTHd87bXCNMus2ShiEuNfBfXSgR6w,14999.9041845095,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,16ZeVgmpGMMzTjVUmX45ba6XD2PkWEQ8xMjDa357hhqSquwC,14999.9,1
14wLJZZBonAGgQ3y3jDqTZvHAHyHSCJKSaSCvzfJsVTgH86y,13bVxBHGJFETXM8gtfMrKwHFWqgrC4hyhUfzyFAeXDbYGvF1,14999.9,1
121KLxviwPjMv92Gk7eG5GGYBLfj4jgS3CcxJFTszFrjVRtg,16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,14999.8843999987,1
11AN3suir477nupwCw7NMbYAQFXsv6PgLYkFbSXQ6kJoZws,1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,14999.8341869031,1
138whgAfFfXGmDQEVcRQySNBzXwPzaoedbxWrbboVoVNv6Ds,13Z7KjGnzdAdMre9cqRwTZHR6F2p36gqBsaNmQwwosiPz8JT,14999.8085366964,1
16VNedPokJ8Dyr3WtqP4dZbW38ZaZVMJUXebBmTpUtUPgjSd,13MrzvZ3m8eH2ogTpqNyVscWdeapaacusDn8tve9MXZUtGoF,14999.775,1
14aEZiUbxNntMkjZTQi9S9uzHTyDxmo3mW2GuMBHcZiT3xT8,12W2tfRyVADC7NMMWrycPczPhvWm6AuxKfSuPUREgC1wTpDi,14999.775,1
1qJNnBhLDmD49wLqYN4CNobgSg81DXZ3fsFBm6XXrTyHDES,13MrzvZ3m8eH2ogTpqNyVscWdeapaacusDn8tve9MXZUtGoF,14999.775,1
121CqVk5YnFXAq8GPVxFsETvn5jBXfkSLxzCPuRnkqB7xVmN,12W2tfRyVADC7NMMWrycPczPhvWm6AuxKfSuPUREgC1wTpDi,14999.775,1
13pMh8eS5ekAu2FpCp6VCTw5GVttfhRPwynSe5FnyLRW7erM,13MrzvZ3m8eH2ogTpqNyVscWdeapaacusDn8tve9MXZUtGoF,14999.775,1
14gRDQcRt8ue7KrqbEjo3MkV8u8ttp2jpsQY9xQKocJ8CcDu,12W2tfRyVADC7NMMWrycPczPhvWm6AuxKfSuPUREgC1wTpDi,14999.775,1
13uG6y9mF2tk2Ap9FoGNdu7YGexosiWggiDhXQxABvgGa7Dr,12W2tfRyVADC7NMMWrycPczPhvWm6AuxKfSuPUREgC1wTpDi,14999.775,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,12AUd3dKHipdMBFHGCJ62mEnvvEXDzfYGhTa95vfJZG9CqVr,14999.72,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,13zj8BCgMNGmS92fFL5KN3iD9L2jjX1mbie9zmTjGHvEw8Hi,14999.65,1
15SqvxnGZpVryCeGbMUqVcVTVmt5voA3dxqb9ccstkB5oDBz,133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,14999.5898101047,1
133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,13SHv8FEvcWnPBzUSFYD3QQTFyMjF43tWZuixTo1PRNysiL2,14999.53013386,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,1b3UeBdMXzbZv3FAFLRevqEGPv53n57foeHAU3j5QwN5T9E,14999.0046,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,14JtMQS7VxkJdRXUcvtjsbdKzyJkekwMpxz3NXs6HK4vrubB,14999.0,1
16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,1s1w4eJH1sRzeMz9VRy4LZiqemxvQqZYy2YjBtrDGmd1eWt,14999.0,1
12g5cERgX7V2qxbz9St2EzsZYS6rmKvcVestan7cm6SY4GME,14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,14998.9842869031,1
1z4QzMP7mGtewL7uqr5djuGASocwc9HSsHMtDQyacea3gnY,16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,14997.9875348724,1
1294bzVjj3UvdWyV7bA7wrTCiGuHABGEzENZh56tqnjsGQxk,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,14997.9723999972,1
11HgdG9iZNCYAfMLRZ8Si7SRmE9GvmEiAa1qtCZVt9KaaZe,12di7xAeCyVXZQTywPRsPQTDBhKeJsGNzgyaJwooYk5YQvZJ,14997.8223639818,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,16jNLnm6WGtoi85XhQNuwxLxczmaq3Q9nvwZcGktjgMfUtoh,14995.2999999999,1
13T23tb96VPtXdz7q5oHuC23EBZWBebqV78Eju2K6kRaowE2,16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,14992.9342306346,1
1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,12mKkJHWRmEDK3Kgnhxf9mU8HpSpHYU2NZFZW29oS4kZccVV,14991.16,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,1VsXfsc47FHWiWDYKN7LHX5VskVJrQ1ekWrZA3BcnuxXVa6,14986.73088228,1
16MEPfQbSQRLHH1VQvRJSKkbith7eYmvkVrRfuyzXxSgRJhw,13fzZiwF2KkjiwjxJRqNvC7tCZVovZ1296xwVMeLxQXp2Jh,14980.2260375861,1
12C9U6zSSoZ6pgwR2ksFyBLgQH6v7dkqqPCRyHceoP8MJRo2,13pdp6ALhYkfEBqBM98ztL2Xhv4MTkm9rZ9vyjyXSdirJHx6,14978.8592,1
1qJNnBhLDmD49wLqYN4CNobgSg81DXZ3fsFBm6XXrTyHDES,14Bspcqgm6WWzyPgGZSJLjE5ncyzmAUnwUQmGpFrFmK8pF3a,14978.0,1
14turS9v8v4RkMR21B89DSyKJYuPcRqA7si3Wx1sfaf3Xnz1,13Fe6S7hxjMSnzSstrokLzD3Zmemr1P88PFc8PouTw9To66p,14975.21574,1
121CqVk5YnFXAq8GPVxFsETvn5jBXfkSLxzCPuRnkqB7xVmN,1FDpmxGFh4rJUwKupi2oMKpM3jTcDEcRwfrguDpCSDkLH8J,14970.00098,1
16AofvGjSVoVQFwheJtwpYAoSJzszsAdbkk3rPx6H2xDmzor,13YMK2eYoAvStnzReuxBjMrAvPXmmdsURwZvc62PrdXimbNy,14967.0,1
129nMmggEm8NPvDuRrZSKMdEXbrmbQQ8Ya8ypFrfFF4c29au,13YMK2efcJncYrXsaJCvHbaaDt3vfubdn75r4hdVxcggU4n2,14965.0,1
13pnczLyvgPhsGNNFWSVAh91duwrGhb5g7w8Sbh86QmoUMG7,12di7xAeCyVXZQTywPRsPQTDBhKeJsGNzgyaJwooYk5YQvZJ,14963.4589042939,1
121PqzkJ7NRicdBLT5Td14D3U8921fYij5PKyNSSuN1HMBMF,14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,14963.1041437087,1
15wma94ywkQg5ZzQDLcvwQntxKH94qGqcBQwcozGGbb3NVsG,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,14961.0,1
14turS9v8v4RkMR21B89DSyKJYuPcRqA7si3Wx1sfaf3Xnz1,1339ozxhkzZ85N671y6y5VDFa8ENngyZtJH7G3TYFn3D7Sm4,14947.7136238,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,13tpmYU8RpYLdWWQjVoKkryxZ1HPWvfGuv2Z2xoLuLXKsMuz,14947.0,1
16SxHe93PgkkfCHouc4mtCrzbirN1Ba8nCLHatNm66nXtEJH,15XenK3jHYVkfppcuGsdh6XQwVkhaqD2BfiZ4X51Mvk4iRyV,14941.7171599201,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,13wqcfeeRe8AoRGy9Brvyfh1ZgoKcSa469szSZgK8RwpSYrt,14941.1276052662,1
14Kazg6SFiUCH7FNhvBhvr4WNfAXVtKKKhtBQ1pvXzF1dQhv,12mxX6ARusgbGEAo2NFzQtB7LACy7cZSv4ERkDV3rLEJJJQc,14939.8789999999,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,19C7X2ayEGaHbRb7obTd7u2crJhYm6W47XpyLC2jQBGdpif,14937.27218887,1
11XnSkVheNaQ9nBLAEe3Ypfi2iM9AmxPEqPiV3iihCJnJr3,12dMVcpzPn2Gw3s9eFyar1sNAFotkAyoi2L7Kkd9wMpJ5Y2o,14934.9981103278,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,13EdFBsoJGYLuMAmcywZKUne81eE8FPmkpgoi4U525AnUyF6,14926.0,1
162E5mzYybNyHRs3e8dCExAkJkgo4idKjLkGVUqX9f9MYAU6,16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,14925.1661381468,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,1123bTvWjw37Ui2n8bD1TX7abexfiDJBPwqYQnUobYtHJrtN,14924.53500663,1
1123bTvWjw37Ui2n8bD1TX7abexfiDJBPwqYQnUobYtHJrtN,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,14924.2874366064,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,13fkvT1NZnWVu762tMCP5Se8wXZPzuawJgW2qJYFTidB7rbq,14919.8,1
AGG_Small_Holders_<100,162vAfEzptZXXuaF6JGk9iq1PkdpGhY7b5dA57kdmDgybLHu,14917.0,1
15mUhDEHxqoJb95X4BWSm2FCvHgN1pfReH3KLGFehmMGUXCF,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,14910.9656387006,1
13RRdPux62c16XGuM9VAuK8JQsDYsMGMHSUG6YTkkwwHTbHC,AGG_Bitfinex_Users,14910.8889050042,3
14Wy9xE1u1SbiKqBCzZnVKcLKUbjzhuEHmCHHUUh7RiS2fyP,16hp43x8DUZtU8L3cJy9Z8JMwTzuu8ZZRWqDZnpMhp464oEd,14909.839845095,1
1Kgg6DFmChLpcHJecVf4XLwmkk2WYaSsrbajuT1RfkAv6np,13YMK2eZbf9AyGhewRs6W6QTJvBSM5bxpnTD8WgeDofbg8Q1,14908.7188063339,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,15TuJpiB6DNkPhaBUtRDZ5GLKjFkxb5ABqF3R2xNjQroyxbV,14900.00087,1
15m4eZdoRkepmxWymjKT22jztw9hZn9GG2ATFhshEw8Ppaee,14cjEr5gyPeKv7PkjndSgXLePp5pjLg2QczMh7jPEPS8jXWK,14900.00079,1
13u3YdNWrxRHAePsfKYY53Xdhbwb46dJQXMe9DqJuBvap6BW,15TuJpiB6DNkPhaBUtRDZ5GLKjFkxb5ABqF3R2xNjQroyxbV,14900.00029,1
12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,15TuJpiB6DNkPhaBUtRDZ5GLKjFkxb5ABqF3R2xNjQroyxbV,14900.00021,1
13pnczLyvgPhsGNNFWSVAh91duwrGhb5g7w8Sbh86QmoUMG7,1bnjC9pe1bs8f2u4QYEGDX2nLuUJ5gSAPa2CZBn1esqV8LB,14899.9842845095,1
11XnSkVheNaQ9nBLAEe3Ypfi2iM9AmxPEqPiV3iihCJnJr3,12gt8aApYPwshH2KasZ6Xq9JFipGjBcF78HKExeTV3hyRPap,14892.7401357034,1
12sZevVr5VQasuyfqsN3DN1arfMUR1d9MgCXRBCuK5R3WzbM,167dgw9Qy4xg4oAM2o4isv4JaYnarRvRMZco3Wx7rrcdCdd,14890.53836499,1
167dgw9Qy4xg4oAM2o4isv4JaYnarRvRMZco3Wx7rrcdCdd,1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,14890.5072242514,1
16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,13tpmYU8RpYLdWWQjVoKkryxZ1HPWvfGuv2Z2xoLuLXKsMuz,14890.0,1
12xTvdsxPMao8DXfrfRo62fyrZ8XFGAT7xoWBFMC3Jap3Jyg,123iWZPT4eEDFL8JapYum3MWgAPLidd3K2UF6ZqqQPfpG6dh,14885.34,1
1VzpbThRB1SfP1SCtyMar3kWxYc6o7eCdWLqnTGi1JMVpGn,1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,14871.4588812066,1
15m4eZdoRkepmxWymjKT22jztw9hZn9GG2ATFhshEw8Ppaee,1FDpmxGFh4rJUwKupi2oMKpM3jTcDEcRwfrguDpCSDkLH8J,14870.00096,1
15zMPy4HBcmA8pAg2EqWmMUCE7FsdpKzFnJGZVwE1nRiWrU6,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,14869.8969161018,1
14wLJZZBonAGgQ3y3jDqTZvHAHyHSCJKSaSCvzfJsVTgH86y,14UANkKq6Bva1d5DUSLyngpNuyrsmqPyMfzrSABrFZHxHJ8P,14869.0,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,121EYXDpHQdfa3184DKjkZMoKxjZdyh9ZssqiakqRYCtMwtm,14866.2151719538,1
1FcaAXbvpeyDAWRXZzKM1suj8BF7WBuUNkB9PEAPnphGP39,12k6zoi7L6Jd2oCVek7Zktj8CHY2yoY6nxZThDZK7mdWP6Sr,14858.9444187243,1
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,124srBFaLh8Cv38hrnyTfcco2FgMjmMKJX4r7373DHhTATvZ,14852.0,1
1nW1vGqQ3VhNum5Q4XNmFekAADXwroTB1gxuhJvwAoArp5s,1565Xvc8rRzWEKSwdLfMKRQx34PtAXFjNQtzbC4kSV28Hu3A,14851.508369019,1
13UVJyLnbVp9RBZYFwFGyDvVd1y27Tt8tkntv6Q7JVPhFsTB,13Ec62Cvw9jmPxA23EidSwASPs9X2Vohqv9RCogCfDvXC4c8,14847.0,1
16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,12mKkJHWRmEDK3Kgnhxf9mU8HpSpHYU2NZFZW29oS4kZccVV,14841.99998,1
1YrgDeWz4zkBLWtwzkXwBBrADugpdMmP7sWTs5nPZVHZMm7,15DajYeqgb4ADkb8scVCcNaXjfM1SV9PLvqjNDkpH6kBDRLZ,14841.8715508553,1
15HEGn3QXRzmNvo8pcZPApQf2yqR8ntaWrNCN55mHJkyrvJ4,12ByC23YDTxxepAgxA5K38N9wxGkQDeUZAj3fz7MSYqTS4Wx,14834.4399999997,1
13UVJyLnbVp9RBZYFwFGyDvVd1y27Tt8tkntv6Q7JVPhFsTB,14wVYf1pE3CSWxFamrVT6TTYbRqn68Nbic14sTo13si7YQvk,14833.623,1
13u3YdNWrxRHAePsfKYY53Xdhbwb46dJQXMe9DqJuBvap6BW,13mcnRanobuG9F1XkqYF6bXfytCavrZ5SsooU836RvjAXMCQ,14829.3305,1
11XnSkVheNaQ9nBLAEe3Ypfi2iM9AmxPEqPiV3iihCJnJr3,12bj1iB4w9i9togfcitmbCAePUghyEA1WynsCocRdtj1S3KL,14828.8927556895,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,12pUBStPp3W4Re9GUCiWrJztCuim2zR4fhqQTF5fKyYbhSSD,14825.0801928079,1
14QkqFUrqnKm9jj3wYaUp6bizSTKWJuJwjme66wPHy5zmV5v,15ALEqKnw3daLczRcTWhbQ4MXcS98es4hbyRJEpmut21TyUC,14816.5,1
15iAD8d3QkjCuvCT53v8yfdA9t1bH1zdbWTqyFA5shW4JXkb,AGG_Reaped_Accounts,14801.0,2
12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,15tiVFfvD5c17t9FfYQpGtAD18fEuk2FF4mtuUpEiK5gY1DH,14800.0,1
14DsRLMZKstbeEhNgvmG4zCnHoFRBdBFubwogutQAxjkW2fo,15tiVFfvD5c17t9FfYQpGtAD18fEuk2FF4mtuUpEiK5gY1DH,14800.0,1
13NZiqwGHSyYX7saqwfAZM3gYzjMDhi4wxyHJCakqdrJz5bB,16VNedPokJ8Dyr3WtqP4dZbW38ZaZVMJUXebBmTpUtUPgjSd,14799.9845045095,1
1mxwPeoS6SyvBKeM3FhX96LyfR8CZzV3teooeNroG6digvE,12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,14796.9908488813,1
12pEhxwiKS19JJ9sPJVcD7pb34oMBHfE2Wq8oPbTh9MMPKLG,12menQY3E917Qx21LdNnEEBecME7ZMQDQ39Rgqjx3PHpD7s5,14789.1999199817,1
1583kEDq2YqxMNBXpJHWKZXydTLRmjNcYVPf7a2Pf3LGFYdW,13gCcs3zNqYPqCrzPD8WVSKU3FHKpd7CfJ1v5bxqoDXjAWXc,14778.82759105,1
133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,14KcsmXKAV3wopoHmeMj2P3jTSGGkZCz1vkJdP4HbtdcjAK8,14775.19938403,1
16S2ZDxCqmTSsUYfpa3nMo2HiVGkkBce8MfSpr8cqrj3zDFY,1PyyqWXALpab3Rw9Zf3VaXtJaCLUC4y35cswSioqXHYgDTh,14774.60419498,1
14KcsmXKAV3wopoHmeMj2P3jTSGGkZCz1vkJdP4HbtdcjAK8,1qJNnBhLDmD49wLqYN4CNobgSg81DXZ3fsFBm6XXrTyHDES,14774.1833137496,1
15AUH12yA59Y5TY5GS9iBgm37LwwFxFqqJMzL2g7QNMJf6B2,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,14773.0695805461,1
16oSDkHjEXVyHvcGyZ6MnmEpEgfxYYEbmERiRh2QUSncTBX,1gqrULBMRL1uwYrGkyVhNC6UGQPAoNqHD5VMPEXxueEAKEa,14768.7,1
13UVJyLnbVp8c4FQeiGWtUN2wZNbYfNtwyFFYYyTaah9uTDY,AGG_Small_Holders_<100,14754.062786522405,968
14Kazg6SFiUCH7FNhvBhvr4WNfAXVtKKKhtBQ1pvXzF1dQhv,15UqD8VvGzcKnbzuumPLipCFZAJ3d2w8gbR2WM6JdVqqkQDS,14753.71950674,1
12di7xAeCyVXZQTywPRsPQTDBhKeJsGNzgyaJwooYk5YQvZJ,15z5mXwAtzKHhZgYVmQ37PzxwT2WkDB8Zhy5afCRaDzrqo9V,14746.1,1
13m4gZ83CiXay5FiHkKDxM7ej5QL1sjE7BHFxdiCEUJLFSAb,1dz7HBjHWYegSw8YhAzDBszQPv62n96xtR3B7sFhYTe9HY9,14698.7138683656,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,13YN6jsas1vKzBgN4x16GPinfsnc9XMLNwuY8uPqt3fkcFzQ,14694.6353695,1
13YN6jsas1vKzBgN4x16GPinfsnc9XMLNwuY8uPqt3fkcFzQ,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,14694.5558994969,1
14turS9v8v4RkMR21B89DSyKJYuPcRqA7si3Wx1sfaf3Xnz1,16Sji3CxA5ivttwrdjL1UHp4i5ycU4he6t8fc7NkphiPTWG8,14688.625,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,13yLFiJ6FKyFbzJdAHnWAT3tmgiCGJoGZw7dvXM69ZVx6GVv,14679.9,1
12imiRFgMGpPPVRiXLhQixuk1jMeTrQbzSJcZ4Bj7a3idmWT,13h8fj2PDJQyiJoJtxEbjk4qPckHCvuQsxeXd4fABm4Bpwm4,14677.31,1
16Jaub2nTNTEsu8S943Q1tB4y4XqxYW2Y6nDKqzGNH2NmtwX,1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,14669.5221481535,1
1218PVRg9TG3rooLQ6JmpbKQKkXysnkpcM8w12BPWZMk9ry4,15KVfAvMFs8kad3gSM2ZyPv9fcJzarZWX4XFRKTLGaEzUKgr,14668.5553498115,1
12p2Ch3tThwGBkT192BSCU4cvx1HMZsRnjsPNHqjiRuEdeuE,13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,14655.888552099,1
1627q5cCwJuUdNttf9EpyNiveVXYo2zNN6t2Ux1y1TuQu7p2,14gRDQcRt8ue7KrqbEjo3MkV8u8ttp2jpsQY9xQKocJ8CcDu,14649.9041845095,1
12YLRdesAeNDcTm21EAH8bjmxc8GeoThZv55KNNi2N2bby7Y,13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,14641.9433214527,1
14ni4zwjUrdFKfQp2j5mwrjcQmr8moCzWBJFAyJqbn2TUf18,14y4bmDYbe8uFgEa73EYJskRtuU1cn9VVS9D799QYWvWLeiK,14625.0,1
12jbiQAG7W1XmjdniaxNY7g826yqHx6phfKEpvcsiWH1WmK9,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,14623.472412392,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,15gEw6VyWBu5KUMVpwtiqv5WprmwpgcBPsYTxiau2NcVtMNC,14619.5776541379,1
12SDn6NUgxSwyCtPDFBE8bysp6aPGxtWEQfEcNTL697yaLvT,1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,14618.9879454688,1
15iRJM587VmMgka7VdNB4oDwtAASfKtgTDroa2Z9LBTQQtJa,13n1cbordeR4Qi3vVSxq6mLVWpWF6D5SyEYuYQyMsd2GYpTe,14618.2387999973,1
1FcaAXbvpeyDAWRXZzKM1suj8BF7WBuUNkB9PEAPnphGP39,16HNPJqej7ECnB4xQWEk1jAgjpsC65pRjAEXoznmQFxxL8cj,14608.5826165369,1
